att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
0.534024,0.249622,-0.08307,-0.231842,0.240176,-0.024886,0.019934,0.116108,-0.154368,0.233042,1
1.157169,1.095603,0.869326,0.919344,1.181213,1.115039,0.929345,1.10445,0.852664,0.929461,2
0.00034,-0.000398,-0.000218,0.000063,0.000176,-0.000153,0.000614,-0.000185,0.000659,0.000107,2
0.766749,1.235905,1.243179,1.028658,0.781548,0.776792,1.128689,1.213565,1.07753,1.019884,1
-0.001147,0.023634,-0.016218,0.012623,-0.006269,0.010906,0.014751,0.002541,-0.014278,0.002356,0
1.12004,0.900409,0.961994,0.983138,1.054743,1.01946,0.898847,0.882809,1.05891,0.960288,0
-0.201126,0.487116,0.278181,-0.276124,-0.12128,0.41408,0.142168,0.00432,-0.268822,0.119652,3
0.716169,0.809042,1.084402,0.873274,0.833252,0.853546,0.835784,1.098226,1.062,0.97027,2
-0.077432,-0.068612,-0.109516,-0.074765,-0.097148,0.065654,0.007634,0.109867,0.010449,0.031758,1
0.92862,1.107418,0.946975,0.929433,0.925157,1.054861,0.89263,0.978508,1.021802,0.968211,0
-0.124508,-0.136448,-0.120414,0.143258,-0.193678,-0.137101,-0.137227,0.073908,-0.265927,-0.001135,3
1.005968,0.997973,0.986432,1.002177,1.007852,1.007978,0.994592,0.998881,0.984623,1.006241,3
0.159724,-0.085864,-0.059742,-0.025056,0.12705,-0.090532,-0.118491,0.160293,-0.087205,0.032855,2
0.862323,0.925312,0.970594,0.854556,1.035693,0.801021,-0.007711,1.02817,0.883922,0.984945,0
0.020942,0.050925,-0.079223,0.006099,-0.035899,0.069927,0.114654,-0.021455,0.050525,-0.121332,2
1.040939,1.01583,1.022903,1.023096,0.989291,0.964108,1.034306,1.041022,0.974728,0.973899,1
-0.013296,0.034158,-0.067019,-0.026741,-0.017766,0.041388,-0.026281,0.041178,0.065818,0.006943,2
1.026725,1.042648,0.98424,0.97641,0.958243,0.955168,1.052872,0.984794,1.027229,0.993413,0
0.039871,0.04224,-0.019464,-0.080059,0.130013,-0.043591,-0.076779,-0.065625,-0.035165,-0.108633,1
0.847062,0.992879,1.138045,1.208109,0.999299,1.30938,0.706989,1.09611,1.073753,0.751313,1
0.114101,-0.21237,0.082868,0.21777,0.092755,0.108752,-0.236254,-0.256516,-0.178064,0.170291,0
0.972978,1.012644,0.985047,1.00616,1.045478,1.014906,1.005502,1.064853,0.986761,0.931584,1
-0.025368,0.021253,0.012415,-0.114035,0.033516,0.029636,-0.038285,0.032449,0.055677,0.03474,3
1.251974,1.125745,1.385796,1.429273,0.51329,0.805081,1.215331,0.526282,0.766412,1.484408,0
0.000789,-0.001421,0.000327,0.00015,0.001003,-0.000747,-0.000913,-0.001337,0.000251,0.001469,2
1.006283,0.927058,1.05096,0.955515,0.995255,0.895591,0.986291,1.081378,0.95769,0.928702,0
-0.274604,0.215393,-0.300399,-0.156998,0.306952,-0.192841,-0.251613,-0.123963,0.039638,0.065824,2
1.070062,1.001294,1.174581,1.300878,1.054834,1.147391,1.069399,1.29709,1.262367,0.984763,3
0.113837,0.132286,0.143178,-0.143452,-0.088078,-0.054792,-0.044443,0.140383,0.075572,-0.130507,3
0.94934,1.033937,1.02979,1.018303,0.92552,0.926774,1.001782,0.98985,0.955564,0.949668,1
-0.337126,-0.060632,0.06946,-0.036257,0.334055,-0.066207,0.037855,-0.119653,-0.27563,0.179741,2
1.169591,0.877214,0.801061,0.697406,0.667183,1.253324,0.803226,0.92348,0.992628,1.074299,2
0.127328,-0.167477,-0.029254,0.056404,-0.02379,0.050206,-0.167559,0.221975,0.259872,-0.231563,1
1.005563,0.96696,1.010714,1.019138,0.971878,1.008813,0.966806,1.041585,0.969395,1.021415,3
0.029428,-0.018891,0.055639,0.043249,0.021185,-0.037088,0.006131,0.071783,-0.054049,0.078862,3
0.964457,0.986452,0.980979,0.979215,1.014523,1.021677,1.004136,1.007717,1.027249,1.006371,0
-0.121939,-0.020166,-0.112045,0.112903,-0.023621,0.021507,-0.139791,-0.008614,-0.030542,-0.053723,0
1.048641,0.933625,0.915967,1.016172,1.103349,1.076695,1.037854,1.112621,1.025386,1.058769,2
-0.150579,0.18492,-0.098161,-0.18588,0.068948,0.152891,0.185812,-0.050627,-0.076914,0.183089,0
1.159733,1.004644,0.869803,1.071367,1.310927,1.257208,1.178307,0.920232,1.166807,0.934868,2
0.08118,0.073623,0.020013,-0.085776,0.067181,-0.056325,0.012722,-0.031926,-0.068344,-0.013068,0
1.272814,0.826388,0.759337,1.272007,1.0131,0.756238,0.941518,0.830886,1.228869,0.842761,1
-0.030447,0.025695,-0.132396,-0.078846,-0.091178,0.115265,0.072901,0.112231,-0.182061,-0.16005,1
1.36815,0.635137,1.242549,0.624892,1.090735,0.789862,1.289121,1.193112,0.809864,1.165985,1
-0.258037,0.206432,-0.024112,-0.288619,-0.140932,0.109296,-0.231707,-0.174242,-0.17971,0.023232,2
1.141462,1.010809,0.885616,1.156372,1.30188,1.162733,0.721324,1.140743,0.762963,1.187409,2
0.036302,-0.331027,-0.697163,0.09972,0.136605,-0.542375,-0.475845,0.681091,0.366136,-0.02809,3
1.161982,1.072968,1.262163,0.925839,1.132799,1.212207,1.001483,1.073217,0.837464,1.150603,0
-0.002425,-0.053502,0.152891,-0.066091,0.024534,0.100646,-0.0247,0.035527,-0.054899,0.147566,3
1.013163,1.105117,0.935807,1.145778,1.109752,1.103921,1.031727,0.871886,1.051234,1.075779,3
-0.050512,-0.050029,0.02806,-0.037165,-0.021122,-0.042556,0.041621,0.030395,0.037412,0.038351,2
1.247322,1.076572,0.73689,0.729977,0.823029,0.773496,0.969461,1.115736,0.732113,1.242116,1
0.003132,-0.000363,0.005314,-0.002418,-0.005329,0.006112,-0.00368,0.002376,-0.00456,0.00186,2
0.998827,1.027445,0.9859,0.984609,0.994569,1.025971,0.974658,0.996307,0.98806,0.981007,0
-0.01482,-0.064465,-0.021261,0.007346,0.012601,-0.048933,-0.010461,0.031778,-0.029477,-0.011953,0
1.174577,0.809173,0.867132,0.821922,0.913746,1.103663,1.074734,1.077643,0.834888,0.851407,2
0.525741,-0.804831,0.647733,0.682298,0.077939,0.326784,-0.517579,0.3963,0.876489,0.235362,2
0.995564,1.010698,1.009835,0.98574,0.985094,0.994425,0.994362,1.013255,0.99815,1.016122,1
-0.050666,0.045111,-0.043024,-0.008767,0.018157,0.011283,0.034064,0.054365,0.030083,-0.002325,0
1.082476,1.135461,0.908955,1.178667,0.941642,0.811855,1.028535,0.770559,0.884206,1.10377,0
0.197613,0.323437,0.403394,0.163429,0.12751,0.342376,0.225819,-0.148629,-0.033798,-0.284409,1
1.153386,0.746179,1.027232,1.415127,0.591041,0.814285,0.612647,0.94764,1.193009,0.757502,1
-0.042358,0.032609,0.00495,0.011055,0.056314,-0.019815,-0.036649,0.029248,-0.000928,0.037964,1
0.797992,1.229771,1.194633,1.170529,1.200506,1.076545,1.224409,1.21718,1.045271,1.230039,1
-0.022058,0.01363,-0.055182,0.057214,-0.048961,-0.034108,0.040954,0.021673,-0.029882,0.009473,2
1.171217,0.823113,1.187746,1.019769,0.822519,0.850223,0.998879,1.172,1.062292,0.970836,2
0.145146,-0.026548,-0.094498,-0.125408,-0.030727,0.045275,0.389524,-0.061402,0.068677,-0.07901,0
1.041393,0.687956,0.708879,0.829024,1.223893,0.592297,0.621411,0.989031,0.806835,1.166055,3
-0.186952,0.182388,-0.186263,-0.088096,0.283441,0.069999,0.222054,0.303019,-0.006038,-0.038679,2
0.986014,0.995807,0.984499,1.006138,1.007634,1.004948,0.99864,0.988786,0.995411,0.992499,1
-0.085368,0.0745,0.081357,0.119953,0.055863,0.069494,-0.19494,0.185102,0.156312,-0.086248,1
0.787148,0.824999,0.844215,1.147436,1.212276,1.201351,1.135157,0.984722,1.105951,1.013337,0
0.009956,-0.016857,-0.013114,0.029656,0.005669,-0.027257,0.012144,0.007659,0.007974,0.024537,3
0.207767,0.872332,1.291619,0.775989,1.382119,0.991122,1.052059,1.276696,1.001168,1.273908,1
-0.272824,-0.190093,-0.124655,-0.358955,0.467181,-0.549191,0.199598,-0.032096,-0.087432,-0.30464,1
0.992524,1.011216,0.989437,0.995361,1.00395,0.991731,0.997348,0.999725,1.011247,1.004677,2
-0.175984,0.086602,-0.055793,-0.112889,-0.01066,0.134135,-0.010618,0.056232,0.057559,-0.138609,1
0.987815,0.993705,0.987065,1.001888,1.013504,1.011076,1.000989,0.989464,0.990608,1.002968,2
-0.185979,0.180425,0.158982,0.075335,-0.035356,0.081149,0.057337,0.121545,-0.159906,-0.175899,0
0.951795,1.05556,1.146126,0.889314,1.017288,1.035366,1.016643,0.92981,0.97707,1.134218,0
-0.002264,0.028768,-0.013474,0.010699,0.034843,0.035591,-0.021489,-0.016111,-0.02339,0.039617,2
0.957287,0.955677,1.078682,1.101759,1.016551,1.003507,0.899503,0.924412,1.096663,1.095281,3
-0.033684,0.04411,0.047294,-0.023592,-0.043567,0.00265,-0.038124,0.050445,-0.009317,0.036639,3
1.01769,1.00889,0.991952,0.982419,0.982885,0.984032,1.023155,0.986202,1.022675,0.9974,1
0.018518,0.052359,-0.033223,-0.047457,0.007356,-0.050831,-0.0064,0.042191,0.015546,-0.049511,2
0.598867,0.852919,0.720576,1.280703,1.241342,1.256664,0.195154,0.800132,0.572104,0.909139,0
0.094548,0.04876,0.046357,-0.015603,-0.107591,0.030658,0.041707,0.034916,-0.045558,0.105564,3
1.004802,0.985192,0.97467,0.992152,0.99415,0.98061,1.032011,1.021591,1.027919,0.979886,1
0.272589,0.358329,0.074885,-0.090725,0.442509,-0.405434,0.079647,0.382944,0.253051,0.197154,1
0.694949,0.890175,0.707712,1.062504,1.035812,1.299281,0.897664,0.931391,0.686906,0.840462,1
-0.12832,-0.2123,-0.241588,-0.094245,-0.226446,0.220517,-0.01171,0.12195,-0.223732,-0.21052,3
0.992246,0.984101,1.011556,1.015879,0.996032,1.000944,0.985758,0.999602,1.015734,0.987951,2
-0.000657,0.001498,-0.001788,-0.001895,0.00028,0.000078,-0.001187,0.004201,0.00285,0.00254,1
0.830038,0.830361,0.917771,0.981362,1.251362,1.183093,1.258582,0.841527,0.863907,0.88396,3
0.422797,0.45298,0.426261,-0.25633,0.149956,0.271475,-0.44812,-0.051178,-0.183864,-0.386052,2
0.99537,1.002301,0.994723,0.998678,1.002295,0.99994,1.003441,1.001662,0.996952,0.99577,1
0.038372,-0.028732,0.04251,0.003075,-0.055731,0.001734,-0.05381,-0.028707,-0.003777,0.002157,1
0.922929,0.856805,0.950892,0.944996,1.150246,1.098645,1.218884,1.074771,1.270479,0.901077,3
0.250221,-0.10214,0.093883,0.10821,-0.333485,0.308035,-0.099616,-0.023091,-0.157984,-0.07979,2
1.031,0.92669,1.179012,0.921703,1.018056,0.89422,1.076511,1.007798,0.891824,0.934345,1
0.015899,-0.072263,0.048774,0.033303,0.020687,-0.099529,0.035149,0.008637,0.017045,0.124503,2
1.275155,0.808074,1.257649,0.959044,1.138037,0.834893,1.104164,0.835931,1.163404,0.949551,1
-0.03776,0.232767,-0.137197,-0.257067,-0.086109,0.228663,0.219601,0.081594,-0.024171,0.193003,3
1.004703,1.085831,1.077978,0.936095,1.02184,1.009628,0.956579,0.926198,0.930819,1.017894,2
0.012245,-0.002562,-0.010644,0.010233,-0.005309,-0.013574,-0.00482,-0.010604,0.008632,0.012,1
0.975962,0.831254,1.215994,0.854846,1.178769,1.117275,0.960077,1.274438,1.084939,0.874684,3
-0.003411,-0.01152,0.002234,-0.006768,0.013196,-0.000544,-0.001885,0.008785,-0.006288,0.012328,2
0.907157,0.872982,0.932216,1.13829,0.940352,1.083992,0.997649,1.078232,1.033193,1.152426,2
-0.006954,0.001053,-0.003934,0.004092,0.00132,-0.006858,-0.001813,-0.006671,-0.005162,0.745429,2
1.045319,1.021761,1.03025,0.987092,1.045965,0.981301,1.011825,1.009965,1.010404,1.013167,1
-0.001064,-0.000182,-0.0085,0.008538,0.007831,0.012928,-0.004554,-0.010119,-0.000604,-0.007568,1
0.824302,0.840444,0.866026,0.546389,0.693014,0.593532,1.265384,1.530983,1.011354,0.418482,2
0.021813,-0.012567,0.023047,-0.004013,0.026751,0.004656,0.009679,0.023103,0.001356,0.007236,2
0.994199,1.115814,1.079449,0.735541,1.184179,0.753602,0.84267,0.906685,0.853809,1.222076,2
-0.155418,-0.088086,0.032501,-0.131645,-0.150528,0.03359,0.407607,-0.019004,-0.017929,-0.12947,0
0.955969,1.019926,1.002777,1.06279,0.961723,0.964142,1.056,0.980776,1.031383,0.930286,2
-0.081081,-0.059541,0.040903,-0.02077,-0.048999,0.069947,-0.011277,-0.004481,0.016475,0.005741,3
1.052085,1.098398,1.200951,1.038088,1.182619,0.88329,1.109701,1.07343,0.973074,0.875746,3
-0.076578,0.15496,-0.09418,-0.049017,-0.153036,0.051205,0.141305,0.104125,-0.158027,-0.033405,2
1.005103,0.989668,0.994437,0.911331,1.023726,0.919942,0.912535,1.049273,0.954293,0.967617,3
0.585405,0.270566,0.418413,0.309187,-0.468413,0.604378,-0.251106,0.020469,-0.192846,0.624468,1
1.005073,1.000994,1.013794,1.014364,0.987912,1.00055,0.984094,1.003712,1.003153,1.017442,3
0.007373,0.003201,0.004993,0.008725,0.001891,0.007286,-0.001846,-0.005606,-0.009053,0.010163,0
0.973109,1.287696,1.125901,0.998034,0.938109,1.198737,1.253791,0.618676,1.051897,1.365791,0
0.001978,0.024537,-0.026614,-0.021895,0.012702,0.01362,-0.000668,-0.012685,0.006052,-0.024763,1
1.018464,1.191724,1.04932,1.162512,0.717894,1.190822,1.27961,1.133968,1.226423,0.744833,3
0.166742,0.051738,0.207729,0.245395,0.247544,0.056978,0.16778,0.329115,0.023512,0.29192,3
1.004342,1.018045,1.003363,0.980888,0.988522,1.015531,1.018399,0.9938,0.989694,0.981596,1
-0.043958,0.051893,-0.03377,-0.033942,-0.042765,0.040353,0.064229,-0.05373,-0.061067,-0.040554,1
1.306484,1.269058,0.935732,0.874418,-0.107989,1.474282,1.24731,1.607873,1.442773,0.446555,3
-0.000083,-0.001156,0.000232,-0.001224,-0.00138,0.001308,0.000888,-0.000799,0.001085,0.001394,2
1.009615,1.001449,0.994081,0.985013,0.988528,0.990205,0.98981,1.009277,1.015908,0.983766,1
0.223466,0.100579,0.265683,-0.075013,0.030715,-0.058224,0.290229,-0.03923,0.14394,0.041011,0
1.009041,0.927323,1.101361,1.143234,0.837453,1.032092,1.047787,0.910995,0.966908,0.897683,3
-0.035963,0.00224,0.081498,0.063741,0.057499,0.100464,-0.013342,-0.107332,0.076655,-0.020465,2
1.043244,0.967435,1.00299,1.022256,1.041147,1.035819,0.968492,0.995342,1.026163,1.020713,2
-0.018633,-0.014727,0.727684,0.000211,0.020759,-0.031467,-0.014986,-0.016876,-0.022807,0.005845,2
0.617654,1.020089,0.586616,1.318877,0.634948,1.042754,1.401011,0.929643,1.146255,1.022434,0
0.072669,0.121387,-0.069836,-0.003748,0.019118,-0.007729,0.022331,0.142477,0.107652,-0.030576,0
1.149109,0.877873,1.112738,1.176958,1.131596,1.056464,1.048233,1.059002,1.084119,0.858242,2
-0.123657,-0.124763,0.022931,-0.127812,-0.114839,0.12408,0.138098,0.092481,-0.16175,-0.124904,1
1.000183,0.998265,1.004282,1.010766,1.000301,0.988372,0.997073,1.002776,0.997595,0.990465,1
-0.061649,-0.253249,-0.047589,0.229428,-0.00583,0.162203,-0.123006,0.043406,0.052044,-0.283122,0
1.010596,1.002035,1.000585,1.019545,1.025473,0.981898,1.01769,1.001517,0.986827,1.013373,2
-0.219868,-0.312714,0.286856,-0.048846,-0.101351,0.287498,-0.10053,-0.35237,0.01705,-0.071527,1
1.052197,1.192279,1.257628,1.030215,1.303275,0.763247,0.491297,0.867139,0.660907,1.389741,1
-0.24064,-0.142784,-0.047962,-0.239344,-0.131851,-0.487791,0.077076,-0.288917,0.030649,-0.363136,1
1.002768,1.003507,0.966348,0.994391,1.017857,1.003586,0.977465,0.994651,1.030971,1.004927,3
0.296641,-0.106413,0.008594,-0.260257,0.048676,0.282556,0.313022,0.021175,0.018733,0.011336,1
1.021363,1.018694,0.978822,1.019334,0.998084,0.985996,0.979066,1.015231,0.989172,1.014761,0
-0.049624,0.177407,-0.142505,-0.084363,-0.047679,0.015644,-0.183063,-0.177276,0.012376,0.035365,3
1.260211,0.691351,0.784941,0.957678,0.805376,1.247816,1.011916,0.916416,0.585811,0.730817,2
0.000383,-0.009239,0.011232,0.011279,-0.006989,-0.01085,0.00858,-0.001497,-0.011521,0.010165,2
1.059658,1.011316,0.990169,0.962398,0.962546,0.972599,0.9827,1.018497,1.001059,0.98761,3
-0.000041,0.00001,0.000039,0,0.000015,-0.000034,0.000019,-0.000037,-0.000003,0.000031,1
0.810046,0.959936,0.865512,0.938926,1.154755,1.083466,1.062689,0.943721,1.046905,0.921112,0
0.005725,-0.021271,0.025881,0.003703,-0.031701,-0.031375,0.029531,-0.008237,-0.007771,-0.008305,0
1.834025,1.049272,1.766566,0.011788,0.952267,0.548644,0.937921,0.479066,0.162586,1.431559,1
0.234992,0.529523,0.651858,-0.111926,-0.198512,-0.790456,0.359016,-0.196849,-0.282315,-0.231518,2
0.979949,0.834187,0.95425,1.146362,0.868897,0.792066,1.238429,0.790893,1.10791,0.797427,1
-0.314637,-0.151624,0.263817,0.168016,0.204591,0.235182,0.242911,0.207111,-0.230933,0.211035,2
1.161802,0.949118,1.284121,0.736329,0.922122,1.335454,1.038516,0.80237,1.068485,0.901898,2
0.061328,-0.101867,0.024447,-0.066074,0.001003,-0.008626,-0.105618,-0.00453,-0.078478,0.044617,0
1.025884,1.025488,1.047559,1.040176,0.934385,0.983777,0.9397,0.989847,1.037169,1.062398,3
-0.001123,0.014297,-0.001728,-0.000249,-0.012522,0.00073,0.005358,0.013041,0.001341,0.009564,1
1.003277,0.998637,0.997273,0.999439,0.999801,1.002747,1.004665,1.000898,1.003003,0.995657,2
0.132966,-0.089958,-0.015759,-0.144567,0.006191,-0.17227,-0.127393,-0.150522,-0.183418,-0.112637,2
0.654845,0.807291,1.308416,1.420854,0.539518,0.89345,0.500419,0.691475,1.023987,1.266696,2
-0.050396,-0.021539,-0.002681,-0.128889,-0.124092,0.061461,-0.133195,-0.036874,0.098269,0.034557,0
1.031863,0.918575,0.943922,1.092514,1.077039,1.092453,1.096414,1.063824,0.962008,1.069379,1
0.76948,0.345245,0.377815,-0.085314,-0.57166,0.519313,-0.389135,-0.093775,0.703342,-0.687885,1
0.999661,0.999637,0.999828,0.999799,1.000188,1.000398,1.000191,1.000065,0.999815,1.000369,1
0.015415,0.126441,-0.256143,-0.147827,-0.205467,-0.041563,-0.303221,0.068959,0.267811,0.238741,1
0.88186,0.721347,0.677281,0.80147,1.003842,0.961839,0.859743,0.897273,0.609204,1.345999,2
-0.00361,-0.005742,-0.001603,-0.000675,0.00449,0.004089,0.002335,-0.005621,-0.002889,0.597815,2
0.894549,0.871036,0.875542,0.973893,0.924488,0.999771,1.043091,0.982367,0.871782,1.065436,1
0.073231,0.025181,0.002224,0.063537,-0.113281,-0.083363,-0.042649,-0.022468,-0.092858,0.108263,1
0.862148,0.945821,0.873367,0.997488,1.019208,1.157987,0.813717,0.859362,0.901028,0.837902,2
-0.010379,-0.041187,0.026265,0.022434,0.107825,0.003945,0.110244,-0.079531,0.032259,0.034776,1
1.111022,1.421217,0.390436,0.66357,1.576122,0.955,0.749964,1.804004,1.000462,0.979542,1
-0.037279,0.171127,0.182878,0.284467,0.066811,0.23348,-0.103602,-0.326426,-0.060298,-0.325675,2
0.155092,0.96338,1.048678,1.068813,1.026792,1.013551,1.053666,1.001622,0.994385,1.054373,1
0.076773,-0.086476,-0.138405,-0.14759,0.099317,-0.053244,-0.045545,-0.024525,0.036953,0.03327,3
1.210686,0.920656,1.214137,0.989151,0.889253,1.095194,1.004832,1.139039,1.094744,0.906132,1
0.001482,-0.006033,0.011309,-0.01113,-0.013961,-0.014457,-0.016348,-0.016025,0.007317,0.004556,2
1.115414,1.125692,0.942698,0.93298,0.892434,0.909372,0.98463,0.969821,0.889379,1.061572,2
-0.020948,0.016987,0.001393,-0.002698,-0.001298,0.008242,-0.021479,0.019464,-0.017751,0.021609,3
1.352561,1.246887,1.055765,1.249827,0.683361,0.770618,1.283794,1.462059,0.742405,1.11342,1
0.082569,-0.011073,0.025146,0.081472,-0.037652,0.035114,0.025761,-0.116494,-0.140815,-0.040953,3
0.791742,1.255353,0.802377,1.005307,1.321415,0.685704,1.200607,1.284785,1.122092,1.300474,1
-0.000963,0.010526,0.004698,-0.006042,-0.018461,0.005278,-0.016563,-0.007748,-0.009087,0.917204,2
1.075191,0.871821,0.868842,1.098576,1.040057,0.944412,0.930228,1.011325,0.957447,0.941353,1
0.022507,0.024495,-0.001783,-0.052689,-0.004728,0.000864,0.018168,-0.040663,0.05763,0.053539,2
0.706933,1.036841,0.150023,1.71194,0.305113,2.050378,0.369494,0.343635,1.033928,1.497836,1
0.070899,-0.019007,-0.090417,-0.038617,0.100706,0.011302,-0.093472,0.028976,-0.047742,0.027542,3
0.736248,0.95169,1.518993,0.710397,1.1334,0.977098,0.841133,0.982979,1.362218,0.777321,3
-0.201985,-0.331868,-0.170151,-0.302892,0.186489,-0.022996,0.471881,-0.239976,0.154747,0.225085,2
1.077619,1.055191,0.877695,0.9985,0.829382,1.027213,0.914677,1.252537,1.135015,1.149953,3
-0.007859,-0.005691,-0.013622,-0.00877,0.008705,0.001336,0.00261,0.002586,0.012275,0.002713,0
0.945547,1.144438,1.09388,1.070791,0.965664,1.059322,0.945921,0.913155,1.139069,1.190971,2
-0.042864,0.122714,0.253565,-0.243208,-0.298479,-0.00262,0.119541,0.284235,0.242712,-0.240691,1
0.957152,0.85168,0.834129,0.976083,0.893926,1.124394,1.187753,1.086698,1.109429,1.10462,3
0.092867,-0.083797,-0.081755,0.155462,0.110627,0.043681,0.109091,0.014014,-0.118746,0.144698,1
0.755396,0.858502,0.916403,0.404618,0.539514,1.17005,0.929598,1.183068,0.66907,1.317729,2
-0.008582,-0.021034,0.002449,0.016434,-0.019898,0.028504,0.00956,-0.019666,0.014158,-0.02411,2
0.997003,1.001604,1.002559,0.999444,0.99959,0.997895,0.995166,0.993144,1.000141,1.005351,3
0.14482,0.045817,-0.220492,0.202338,-0.18984,-0.188042,0.142594,0.203409,-0.22916,0.189648,0
1.362612,0.832236,0.822977,1.716587,1.008981,0.885777,1.349396,0.764032,0.807396,0.421012,3
0.810794,-0.544217,0.221652,0.532706,-0.589943,-0.445311,0.026281,-0.052755,-0.075914,-0.068337,1
0.982228,0.986511,0.995725,0.997456,0.979972,0.983828,1.003223,1.018962,1.000551,0.994271,0
0.006088,-0.03758,-0.009807,-0.026258,-0.031222,-0.037203,-0.011688,0.005166,0.035192,-0.035287,0
0.984347,0.890528,0.875989,1.083303,1.123214,0.959504,1.026845,1.027243,0.998272,1.000987,1
0.138752,-0.111136,0.061718,0.023996,-0.149284,-0.127191,0.090811,0.02787,-0.053858,-0.150138,3
0.996764,0.998718,1.002714,0.995917,1.001884,1.002239,0.997341,0.996703,1.000493,0.998151,3
0.00458,-0.011215,-0.004593,0.006675,-0.007021,-0.000293,-0.005118,-0.004029,-0.01087,-0.008122,2
1.31476,1.290097,1.551838,1.640478,1.505898,0.668184,1.19051,0.230056,1.382117,1.59516,1
0.052447,-0.120228,-0.225981,0.027989,-0.241237,-0.202518,0.373773,0.100979,-0.08826,-0.113875,0
0.991902,0.952534,1.305609,0.656062,0.822866,1.125696,1.149306,1.339125,0.804837,0.897614,1
0.113937,0.083367,-0.111811,0.104642,-0.075477,0.020408,-0.090358,-0.098607,0.002771,0.128006,0
0.95087,0.994998,1.039463,1.016192,0.939548,0.954005,0.958921,0.994741,1.041315,1.016397,1
-0.130795,0.190158,-0.237996,-0.281537,0.214585,0.253969,-0.082409,-0.301846,0.187143,0.040783,1
1.402988,0.596979,0.686168,1.306502,0.633427,0.704621,0.841816,1.182877,0.774844,1.201671,1
-0.002629,0.016394,0.017322,0.010088,-0.000563,0.003726,-0.013742,0.014233,0.019112,0.000932,3
1.252029,1.065073,0.815911,1.231465,1.098354,0.933927,1.268426,1.119406,0.727174,1.00895,1
0.129953,0.003306,0.116036,0.068276,-0.052058,0.114908,0.154748,-0.138473,-0.145896,-0.045641,3
0.987442,1.007878,0.975931,1.042572,1.046435,0.94575,1.021439,1.022852,1.030414,1.06472,2
-0.005647,-0.046376,0.074702,-0.003715,-0.123049,-0.044895,-0.076766,-0.067504,0.066325,-0.157414,1
1.003288,0.949513,0.920811,1.039232,0.938643,0.91437,0.989395,1.030374,0.931124,1.052599,1
0.005366,-0.007366,0.008071,0.001277,0.014946,0.014705,0.003303,0.679313,0.009512,0.008289,3
0.797244,1.262299,1.073057,0.687888,1.305033,0.749031,1.336152,1.240682,0.778492,0.829127,1
-0.063532,-0.062381,0.092165,0.175607,-0.0408,0.097852,-0.078513,0.062121,-0.058777,-0.106187,2
1.151843,1.37001,0.955535,0.82159,1.274652,0.994007,0.713179,0.926835,0.818246,0.879266,2
-0.01716,-0.004464,0.011818,0.003421,-0.007463,-0.011062,0.006729,0.01637,0.006823,-0.007212,1
0.702465,1.141421,0.974436,0.697322,0.779838,0.691087,0.668739,0.894165,0.806756,0.716997,1
-0.06256,0.024607,-0.030798,-0.038184,0.012528,-0.044006,-0.016369,-0.065897,-0.078525,-0.012784,1
0.973822,1.1383,1.042916,1.156523,1.130441,0.91515,0.95669,1.004121,0.888366,1.161615,1
-0.21876,0.119571,0.210431,0.006806,0.061897,-0.010758,-0.210989,-0.065536,-0.059804,-0.205174,1
0.653504,1.144121,1.356284,0.962142,1.481687,1.206428,1.127415,1.029529,0.85742,0.853902,0
0.361454,-0.254907,-0.224599,-0.104527,-0.494686,0.45882,0.631569,0.300268,-0.462067,-0.022076,2
0.979348,0.988377,0.986173,1.014059,1.016271,1.006091,0.992288,0.997033,1.003039,0.985834,3
-0.125257,-0.068874,0.166927,0.08486,0.161339,-0.046147,-0.28682,-0.174265,-0.081274,0.131823,3
0.992197,1.002626,1.005412,1.012196,0.995819,0.985316,0.986094,1.008981,0.999163,0.989207,1
0.057189,-0.091859,-0.083602,0.045525,0.121351,0.035136,-0.028862,-0.045626,0.133393,0.099685,2
1.08838,0.974648,1.072737,0.960825,1.047973,1.102916,1.016049,0.922487,1.106088,0.955699,0
-0.067526,-0.013884,-0.061284,0.048745,0.029042,-0.03179,-0.075257,-0.070123,-0.019095,0.001917,1
0.842393,1.271427,0.77359,0.996048,1.107594,1.05423,1.354619,0.754877,0.751527,1.157327,3
0.392075,-0.055632,0.282827,-0.479805,-0.00119,0.044567,-0.236407,-0.210312,-0.040921,0.443687,2
1.050073,0.985609,1.096928,0.978329,0.949337,1.036058,0.941993,0.126753,0.904862,0.964765,3
-0.135119,-0.19146,0.147002,0.025772,0.202528,-0.0594,0.01168,0.043027,-0.092411,-0.018629,1
0.64466,0.869828,1.254717,1.227703,1.213701,0.765571,0.603313,1.27834,1.173209,1.210802,1
-0.149512,0.07096,0.101342,0.013654,0.005722,-0.035507,0.268136,-0.290841,0.179106,-0.05778,0
1.011195,0.997641,1.013439,1.012734,1.001007,1.014128,0.998163,0.990775,1.002561,0.987275,1
-0.028243,-0.029141,-0.018703,0.047842,-0.03782,-0.025276,-0.032539,-0.022881,0.00841,0.028007,3
1.437337,0.959849,1.376288,1.320893,0.944227,0.61162,0.662589,0.997265,1.132712,0.769947,1
0.014404,0.011201,0.984103,-0.021646,-0.026557,0.022097,-0.018459,-0.009677,0.023827,-0.00177,2
0.942805,1.798226,0.289689,1.588096,0.029923,0.99458,2.023362,0.328514,1.642462,0.106686,0
