Roll Angle of Motion Sensor,Pitch Angle of Motion Sensor,Yaw Angle of Motion Sensor,Velocity in Bow Direction of Motion Sensor,Roll Velocity of Motion Sensor,Pitch Velocity of Motion Sensor,Salinity,Temperature,Depth,Velocity,Thrust in X-axis,Thrust in Y-axis,Thrust in Z-axis,Moment about X-axis,Moment about Y-axis,Moment about Z-axis,Oxygen Concentration,Carbon Dioxide Concentration,Cabin Pressure,Cabin Temperature,Cabin Humidity,Emergency Hydraulic Source Pressure,Backup 2,Backup 3,Label
-1.701941906,2.360500101,353.6144341,0.019849272,-0.028976295,-0.046157828,5.750287663,28.5567182,4.054944828,1543.192117,-0.00280047,0.017096304,0.002115569,-0.003846206,-0.009301692,-0.00688808,21.02134404,0.076386761,102.4308247,31.36174058,64.30978223,0.024729728,-0.0592597,0.003880761,2
-1.526609695,0.660042886,323.0605738,0.002414908,0.03651583,0.017507753,5.773631398,28.55687324,4.232898678,1543.162363,0.006178916,-0.019971528,-0.040131202,0.040360519,-0.01922185,0.017766338,21.03380331,0.060457513,102.0224947,31.41354311,64.31729125,-0.008475789,-0.053295244,0.038104544,2
1.561080466,-0.873589313,302.3521098,0.004722801,0.092147385,-0.0314446,5.748873758,28.54952019,4.141253794,1543.171163,0.01707179,0.005134071,0.027141205,0.051836642,0.003629005,0.032254777,21.04579444,0.111969865,101.9333775,31.40163694,64.33698294,0.007889374,-0.103204075,0.013948404,2
2.654749999,-0.240956348,323.855043,0.036699708,-0.022446632,-0.004180793,5.749616282,28.52683583,4.418561142,1543.104077,-0.010218534,-0.004137875,-0.008125115,-0.024615031,0.021440946,-0.034438745,21.04825164,0.094404668,101.8919783,31.2858214,64.3079011,-0.016502334,-0.063224829,0.007610347,2
1.039846288,-1.268930714,338.9475489,0.04528239,-0.022114645,-0.026720516,5.742396704,28.5592733,4.239603225,1543.206718,0.00085831,0.024590122,0.023028206,-0.030838355,-0.002838587,0.007940113,21.05124957,0.12522055,101.9244005,31.24301506,64.27667867,0.008589794,-0.049025132,0.027862121,2
-2.09874684,-0.402300975,345.7635473,0.010287595,-0.044123348,0.036897579,5.758314615,28.50898071,4.501843451,1543.199945,-0.021400583,-0.00869289,-0.001292412,-0.028794632,0.044101555,0.001394645,21.05917302,0.105226562,101.8724459,31.38850771,64.31748425,0.010735953,-0.085469923,0.028363225,2
-1.529348385,1.29739292,15.63046633,0.048632932,0.039598221,0.021270469,5.748897699,28.57879,4.349122841,1543.183323,-0.012829779,-0.00628431,-0.000403937,0.020635485,-0.004196759,-0.039356713,21.0600756,0.094702385,101.8434017,31.28413863,64.29760574,0.012773471,-0.029009842,-0.000645046,2
0.250867071,1.69528204,349.7763777,0.002662697,0.028510556,0.072614599,5.740292954,28.53978453,4.169837766,1543.176975,-0.02989944,0.027577936,0.016800785,0.021962235,0.01058357,-0.014023736,21.01111636,0.106559965,101.8524394,31.26299461,64.28921491,-0.019003747,-0.060461405,0.045175698,2
0.213158809,3.081287344,349.3716353,0.039156349,0.015660012,0.017015609,5.7550036,28.57282711,4.53704273,1543.20345,0.011385185,0.01512093,-0.029118819,-0.041836914,-0.014634341,0.022123703,21.01127177,0.066614291,101.8997602,31.34802863,64.32155549,0.031138291,-0.038039261,0.009421479,2
0.615408351,1.59118214,358.8270948,0.028785677,0.008821777,-0.018106251,5.743648809,28.53540433,4.47451409,1543.180935,0.003977632,-0.012010227,0.021497013,-0.002326375,0.015083255,-0.002956881,21.03379263,0.102498272,101.9148742,31.36510956,64.35301056,0.033283204,-0.082718427,0.006372986,2
0.241988686,1.872447923,358.8296927,-0.019156695,-0.008929445,-0.031442012,5.819108712,28.55783308,4.623988365,1543.190778,-0.000733535,-0.015467322,0.015291195,0.002364356,0.014245327,-0.013847924,21.0430801,0.096549444,101.9306582,31.3890715,64.28119205,-0.017757535,-0.028313446,-0.004199704,2
-2.058104751,2.25042799,9.545317574,0.030210741,-0.055158733,-0.008711294,5.776370208,28.56075962,4.44856552,1543.19855,0.005677263,-0.009933893,0.025426334,0.025729358,-0.033810719,-0.001968271,21.02082818,0.070070497,101.8921302,31.30817214,64.31313162,-0.032994158,-0.076742817,0.014150737,2
-2.76744948,1.977826572,24.00442479,0.040448021,0.022253879,-0.002663839,5.780593505,28.5394206,4.242561411,1543.170016,-0.019878433,0.022516644,-0.020229132,-0.000486965,0.002066511,-0.002030977,21.0457136,0.105258394,101.8962588,31.27509995,64.34987658,0.019927752,-0.008195423,0.007214726,2
0.457839524,1.06631461,328.0222932,0.031221617,0.055325873,-0.000417198,5.788752958,28.51281003,4.11587383,1543.194959,-0.018351563,0.011436674,0.030013959,-0.007129849,0.008793106,0.034000905,21.0783222,0.101723533,101.9007746,31.27230874,64.32222799,-0.009940493,-0.043986716,-0.002302869,2
2.472595097,1.885994202,342.1110677,0.022475463,0.020362792,0.044202119,5.760173304,28.55338922,4.115232809,1543.188885,0.001854648,-0.030118972,-0.001097796,-0.024876099,-0.000172535,0.014048043,21.12593759,0.105572112,101.8919767,31.28845806,64.34939384,0.005210779,-0.060638325,-0.007849678,2
0.401425248,1.805259121,7.490173201,0.043016009,-0.023078828,-0.016061751,5.762832515,28.57281932,4.214985319,1543.185329,0.008212751,-0.005442903,-0.029597249,-0.035002757,-0.015176002,-0.009147802,21.1630397,0.123333672,101.8738768,31.25284344,64.36259833,-0.017098626,-0.045258161,-0.000564547,2
-1.89577957,-0.545211135,27.66014939,0.072312977,-0.042001325,-0.02686714,5.768213167,28.51640179,4.464314689,1543.152447,-0.014312858,-0.012060641,0.009051853,0.013969743,0.00302933,0.017498486,21.14368324,0.09645895,101.8910971,31.26655557,64.33292851,-0.009206715,-0.07237295,0.001044867,2
-1.301568542,-0.390192195,22.9464913,-0.001510082,0.030922426,0.071698347,5.714362151,28.54634244,4.209935219,1543.156281,-0.001018947,0.026703777,0.014518423,0.000387022,-0.01950464,0.006169516,21.12151232,0.039905838,101.8875439,31.33276252,64.31979831,-0.014128339,-0.062736726,-0.00228403,2
0.763462499,2.353149529,44.04225292,0.088314777,0.05015454,0.060233728,5.722085075,28.57533142,4.504951209,1543.140363,-0.000853323,0.012169472,-0.018598809,-0.006689209,-0.031709353,-0.000265689,21.10371211,0.094901966,102.3403543,31.35482483,64.36953383,0.026935229,-0.073491893,0.01126953,2
1.282792217,3.889774823,46.09890016,-0.004706785,-0.011089141,0.002935656,5.772740464,28.53215895,4.390517594,1543.168234,0.000341867,0.00914435,-0.033139304,-0.018072819,0.031199388,0.006175822,21.11524829,0.080017241,102.7508685,31.38799462,64.36899181,-0.010988757,-0.051637539,0.006233942,2
-0.68743002,3.046348619,44.52608344,-0.003784218,-0.032455078,-0.014322393,5.759324703,28.55523763,4.289398577,1543.194148,0.046869906,0.008911454,-0.001801301,0.008726875,-0.007784562,-0.020337713,21.07898316,0.094351157,102.8692095,31.39005092,64.36575304,0.000931314,-0.030377251,0.045540005,2
-1.678622036,1.237270543,48.59264679,0.044791359,0.005091438,-0.02070198,5.743991793,28.53336352,4.843298353,1543.158543,0.012306584,-0.01031371,0.011210085,-0.002232906,-0.008599834,-0.038964982,21.06862926,0.107754305,102.9544105,31.41960987,64.42287118,-0.012908577,-0.066472243,-0.008224297,2
-1.370404642,2.525450457,45.78035215,0.042310972,0.019518544,-0.025580145,5.740572838,28.5802358,4.550405953,1543.113629,-0.018337443,-0.004686358,0.005059322,-0.062458124,0.012768387,-0.036919219,21.05968922,0.081123268,103.0325929,31.39571484,64.37838756,-0.014821159,-0.050566495,0.016201418,2
-0.876237489,1.01605764,52.18507739,-0.01120216,-0.003822247,0.005378786,5.755454275,28.57287923,4.189464854,1543.217822,0.012927248,-0.015501293,-0.007532209,0.033028938,0.007064882,0.011072238,21.0797135,0.136253088,103.0706057,31.42190546,63.92369428,0.020627034,-0.061700733,0.005017805,2
0.037802114,0.133760847,64.34682919,-0.006688882,0.015197197,0.027624528,5.743084406,28.53549622,4.441929702,1543.168781,-0.031901998,0.034503216,0.006661837,-0.000392795,0.004305776,0.014831311,21.08945985,0.065696918,103.1006727,31.40388316,64.15462271,0.017356813,-0.044983371,-0.00074305,2
0.87103489,1.91085316,77.86390723,0.086766364,0.011503304,0.011627985,5.786403131,28.5459531,4.53523177,1543.199233,0.020308885,0.025180987,0.015282361,0.025799729,0.01802948,-0.007663131,21.05814988,0.116534755,103.0997216,31.38061798,64.24208268,0.000966601,-0.077183656,0.007257064,2
0.874816186,1.284151645,62.73978826,-0.001139946,-0.006269981,-0.014821533,5.789673296,28.55328263,4.534897404,1543.20293,0.009006725,0.005092544,0.006313455,-0.034204738,0.004381575,0.013632903,21.05985012,0.081226084,103.1196523,31.398255,64.30582225,0.001987884,-0.071467618,0.014272062,2
-1.4910271,0.597442552,49.18501528,-0.009752255,-0.022490892,-0.019035797,5.717302748,28.53932672,4.493737757,1543.191206,-0.051142227,-0.00378155,0.00142277,0.020775702,0.01999953,0.022107683,21.05391602,0.097994341,103.1167235,31.40799739,64.29264557,-0.01024221,-0.09618942,0.017665891,2
-2.525434589,1.253219606,90.74762031,0.02567403,-0.061717395,-0.026001663,5.76502831,28.52147296,4.431533411,1543.164115,0.020577165,-0.016850937,-0.032429732,-0.001460405,-0.0077981,-0.01939707,21.05981776,0.091871868,103.0401161,31.59501031,64.3409392,0.008907508,-0.051307447,0.042366912,2
-1.865099028,1.791908082,102.7857966,0.038503214,-0.008763338,-0.013812914,5.729980398,28.55530415,4.265334851,1543.199329,0.037391345,0.001543943,0.00433305,-0.008142728,0.05349794,0.004936546,21.06400295,0.091944246,103.116202,31.73807866,64.35980289,-0.022759118,-0.056565248,0.003360357,2
0.194684728,2.729302721,117.1920691,0.04281053,0.080006538,0.008295632,5.767158425,28.52808992,4.634279671,1543.216016,-0.008836784,-0.026110214,-0.001197161,-0.005279275,-0.021087972,0.04351416,21.0574912,0.09919336,103.1485408,31.73373107,64.39679666,0.05780015,-0.074123523,0.003648028,2
3.445364146,2.95051246,124.0858555,0.01399033,0.05777133,0.029478243,5.762983928,28.55791942,4.512392729,1543.209798,0.026233324,-0.00378301,0.029402354,-0.019620391,0.023223642,0.006138036,21.06431908,0.106774619,103.085343,31.46308506,64.37806462,0.003243697,-0.031055664,0.028916775,2
3.079503104,4.181805467,59.76025974,0.049241708,-0.035808273,0.040567699,5.725353399,28.55486963,4.298413269,1543.176166,0.004033168,0.007633653,-0.044214488,-0.01253796,-0.024794154,0.043152957,21.080526,0.039452227,103.1101134,31.41976117,64.3516163,0.026732033,-0.047583815,0.018021961,2
-1.639312401,1.650272308,63.35842756,0.010460767,-0.071223271,-0.105581717,5.773196882,28.56410441,4.295327217,1543.18079,-0.010668063,0.023474088,-0.012362975,0.029771085,0.009024468,-0.015680297,21.15322329,0.068362789,103.1035896,31.38516534,64.3612851,0.002762084,-0.063287447,-0.010781133,2
-4.343949032,-2.097676159,138.4031988,-0.004955517,0.006940829,-0.0460162,5.769632507,28.55298541,4.561274737,1543.163939,-0.014004687,0.014719723,0.020501556,0.002454006,-0.002161844,-0.012149314,21.08464308,0.087363856,103.0969779,31.39667351,64.33397073,-0.019576487,-0.079831925,0.007092216,2
-2.441396153,0.238585402,130.7852787,0.048054004,0.053308509,0.026694268,5.774004662,28.52976636,4.9353493,1543.170682,0.012529851,0.009665772,0.008997868,0.007438791,0.021749367,-0.032731679,21.18970542,0.129097736,103.1148232,31.38730751,64.37392553,-0.019310321,-0.072149201,0.039808322,2
1.468544923,1.474677748,110.6642385,0.006907119,0.077699424,-0.046019917,5.753408648,28.56328767,4.605985417,1543.15218,0.008629683,0.031609969,0.015487419,-0.008102939,0.010113904,-0.005103689,21.19568371,0.083570888,103.1622269,31.37002831,64.32658382,0.014871699,-0.062528555,0.010315103,2
3.037739629,2.037594731,107.4326943,-0.008521508,-0.002873958,0.065979784,5.751685912,28.55270305,4.541822306,1543.211016,-0.016346439,-0.010250604,0.017375831,0.022187415,-0.008434816,-0.012189627,21.19851133,0.086998798,103.1124036,31.42522579,64.32502649,-0.002416094,-0.048613769,0.002519327,2
1.75261179,3.819818886,110.8404454,0.043427561,-0.067537474,-0.006404647,5.753934896,28.54372566,4.740355125,1543.179222,0.013727274,-0.019366095,0.029423115,0.00350523,-0.002377344,-0.002859086,21.16600805,0.099664878,103.1468384,31.40353163,64.28055168,-0.02591784,-0.063002748,0.013184349,2
-0.175336297,2.433135877,107.7018525,-0.001111046,-0.020059028,-0.048508054,5.768903306,28.55935944,4.667176418,1543.237198,-0.011118398,-0.001010356,-0.013441113,0.012700898,0.0145026,0.007574857,21.15879907,0.057536048,103.1379228,31.57550747,64.36385549,-0.014079652,-0.08582083,-0.004637374,2
-2.133029212,1.812348029,109.9952309,0.007487537,-0.027795676,-0.039736904,5.74782532,28.56128309,4.728176574,1543.197526,0.020361854,-0.006088998,0.028204218,0.001808431,0.018452284,0.069251267,21.12478898,0.08506876,103.0983146,31.73351321,64.40351276,0.017173745,-0.040934866,0.009971312,2
-2.377736987,2.140766728,136.8974282,-0.046380262,-0.010900616,-0.013217983,5.793210545,28.56176692,4.534711535,1543.192071,-0.000716246,0.001233896,0.022000967,-0.004800397,-0.005464867,0.001694503,21.10808301,0.09950088,103.0935925,31.52523992,64.35068283,-0.00799933,-0.051331848,0.004060322,2
-1.10834507,1.540352116,136.6599404,0.016819249,0.024530132,-0.017030765,5.735693603,28.55362867,4.604461509,1543.175946,-0.015884314,-0.045902587,0.007770035,0.009611124,-0.022513014,-0.012275706,21.13775947,0.092659504,103.1096874,31.454464,64.37719529,0.04280713,-0.043785074,0.039469576,2
-0.287026779,-0.095192386,137.4874682,-0.008813153,0.018004194,-0.043068895,5.765850364,28.58484631,4.227088557,1543.186891,0.003833586,0.037943129,-0.019061357,0.011003837,0.036760236,-0.017082556,21.07770731,0.069997174,103.1092241,31.41581894,64.39776166,0.005815326,-0.006664516,0.029189973,2
-0.019702677,0.189193515,145.1916627,-0.020726423,-0.010411636,0.019672419,5.749833491,28.58569321,4.344661084,1543.189777,-0.011759185,-0.017637631,0.020196331,-0.010584488,-0.008863841,0.013340751,21.06420085,0.076429872,103.1347461,31.38782293,64.57653003,0.039025124,-0.05239437,0.015903935,2
1.504234882,0.923011464,141.4232039,-0.00373765,0.023141799,0.024530328,5.76210008,28.55981439,4.672083736,1543.17995,0.021222316,-0.004568765,-0.003130688,0.010798033,-0.010915733,0.004893672,21.04073309,0.079867406,103.1378216,31.60623192,64.82171703,-0.029820509,-0.071431589,0.013762504,2
1.864722936,2.057222348,128.0733042,-0.016692461,0.011990156,0.029539019,5.75018623,28.54037528,4.256837222,1543.165203,0.04653466,-0.006379077,0.005734005,0.033798877,0.033953693,-0.000852866,21.05550052,0.10832435,103.1281836,31.73710583,64.85870952,-0.011626773,-0.084732595,0.012269375,2
1.397843919,3.819463926,122.7262992,0.049452909,-0.010471128,0.00052973,5.742106552,28.56157815,4.749162916,1543.172418,0.010393589,0.017779422,-0.013332403,0.004447921,0.031311376,0.008084164,21.05395935,0.087013313,103.1282625,31.74669328,64.83244936,-0.027842801,-0.050497106,0.013970486,2
-1.157602314,2.843916439,115.8910723,-0.012257561,-0.074526736,-0.014250041,5.762217889,28.54660534,4.549037995,1543.172854,-0.023431746,-0.008335903,0.014312602,0.002040491,-0.024859035,-0.01359224,21.05545967,0.098276161,103.1434361,31.55242117,64.58984429,0.018850586,-0.06097021,0.044167437,2
-3.756985589,0.874690782,136.6626231,0.010445364,0.005553422,-0.026526964,5.77450101,28.581086,4.830156555,1543.230414,-0.008551946,-0.025690154,0.009045767,-0.024167999,-0.038554435,-0.02487249,21.07631066,0.098469699,103.1107631,31.38706221,64.34445744,-0.008841621,-0.062080681,-0.039191527,2
-2.074447728,-0.7258188,159.6575149,-0.005362414,0.046980042,-0.005394363,5.723308661,28.55825983,4.714546777,1543.151017,-0.014354213,0.016116119,0.022711099,0.017629709,0.022013014,0.003815577,21.06690916,0.08252518,103.0477261,31.40307667,64.32923477,-0.007566464,-0.038393605,0.03119524,2
2.58455151,2.22148007,152.0427229,0.033796717,0.028405322,0.088993019,5.746306997,28.52997205,4.633790286,1543.167752,0.024747442,0.005916475,0.031991245,-0.002751645,-0.038423113,-0.019659423,21.11185154,0.132778778,103.075275,31.39142173,64.36526748,0.038196085,-0.098026806,0.022446135,2
4.284583005,3.350707089,128.5631949,0.01248358,-0.027462132,0.007177341,5.781743155,28.54591039,4.624209907,1543.16428,-0.018848755,-0.029578815,-0.02444572,-0.017453637,-0.00147935,0.018813447,21.03649858,0.08342889,103.0350362,31.50239661,64.32567535,-0.000976069,-0.067579572,-0.022795486,2
0.741616592,1.077834122,124.6381856,0.013872424,-0.128570091,-0.033755783,5.769009123,28.52688382,4.435443588,1543.201397,-0.006105049,-0.010710162,0.035648348,0.011480267,-0.015430375,-0.004490747,21.10889788,0.052621053,103.0602598,31.63402155,64.35354226,0.02450123,-0.064415353,0.012813526,2
-3.394144542,-0.160447093,137.6468388,0.03538251,-0.05924494,0.002264431,5.750114098,28.55857881,4.881919736,1543.194588,-0.001398469,0.01504064,-0.011501747,-0.014162291,0.004764501,0.016852696,21.01943409,0.074364462,103.0383664,31.7503535,64.39014357,0.044431333,-0.038607654,0.000920057,2
-2.990610018,0.528191068,138.7189066,-0.037880423,0.040906988,0.047335608,5.757271528,28.53423562,4.711930377,1543.208718,0.018467781,0.019887599,-0.026944395,-0.005757291,0.011575512,-0.01276023,21.0549393,0.086125031,103.0832971,31.72303969,64.37945221,-0.019746879,-0.074746823,-0.025250446,2
0.264312923,1.39201332,136.0651586,-0.03223837,0.087173313,-0.00037038,5.800730145,28.55170856,4.624284761,1543.168505,-0.00776871,-0.0017442,-0.002372247,-0.0212809,0.007091663,-0.023874529,21.07030413,0.097845167,103.0874775,31.77178318,64.35186932,0.026323718,-0.048818438,-0.01361141,2
3.167272712,3.210052817,137.4640394,0.000801265,0.02597031,0.031964557,5.774980306,28.54686091,4.398328735,1543.188338,-0.024105815,0.004518494,-0.000416025,0.001287954,0.02587514,0.021560443,21.06437605,0.055230659,103.0639656,31.78309425,64.36255423,-0.02529491,-0.068671268,0.01397144,2
2.903440783,4.541124202,132.946146,0.023651142,-0.014185755,0.0007121,5.787677841,28.55352291,4.366166401,1543.196018,-0.005643667,0.028786456,0.001051845,0.004844626,0.00568532,-0.01979651,21.08251487,0.086719989,103.1174669,31.63810259,64.34492143,-0.033463018,-0.059028787,0.021139327,2
-1.072213962,1.484137436,136.4476689,-0.035069502,-0.072252015,-0.045156581,5.76538589,28.55136715,4.494395871,1543.17441,0.002202314,-0.000895512,0.011777703,-0.017552407,0.023359631,-0.023438838,21.07038154,0.075310605,103.1235745,31.44937898,64.39057651,-0.028275126,-0.032276493,0.031615283,2
-3.186134813,0.037396779,152.6247795,0.005280266,-0.045131305,0.014114081,5.763712824,28.52398009,4.569059214,1543.165123,-0.043697309,-0.016654658,-0.002411501,0.002287433,0.024620173,0.030990218,21.09085347,0.110128856,103.1194339,31.43518152,64.3690176,-0.053236608,-0.049282661,0.052797291,2
-1.076626586,0.307218571,153.8161985,-0.012557776,0.02319868,0.031998465,5.800698392,28.55454645,4.333379368,1543.173547,0.007517475,-0.004291204,-0.022184664,-0.001926636,0.002627175,-0.014588583,21.08562551,0.075608125,103.1419174,31.43490416,64.37504718,0.00531017,-0.050566034,0.017839608,2
0.196111678,2.074326775,144.7465055,-0.001882986,0.046527466,0.0131574,5.758900618,28.55840467,4.45723122,1543.142502,-0.001366946,0.036667905,-0.008517054,-0.00381732,0.018310135,0.008960483,21.07707801,0.124807414,103.1157676,31.65667657,64.40377906,-0.00769503,-0.048864566,0.030983464,2
1.340683238,-0.222531373,147.478377,0.005913898,0.057450072,-0.022382523,5.76169352,28.55305508,4.675130787,1543.136569,0.016912385,0.01258841,0.005443624,-0.012078984,0.025741697,0.011400417,21.08798525,0.07136033,103.1538899,31.70594052,64.39233976,0.022725738,-0.09488558,-0.016612777,2
2.369051202,1.273574351,144.6317573,-0.001186816,0.017643367,0.096391399,5.725745437,28.52150594,4.616065785,1543.177021,0.008241002,0.009315021,0.001551729,0.017684575,0.00113656,-0.00682413,21.05869703,0.094832275,103.114428,31.72868767,64.37974745,0.015411826,-0.035675726,-0.008280474,2
1.800327976,4.288507684,131.5466881,0.027023866,-0.005847964,-0.020064287,5.732526307,28.54769772,4.513281422,1543.206437,0.004390227,0.018851471,0.003010675,0.012682361,-0.031306989,-0.04365782,21.08107133,0.079736078,103.130107,31.78220805,64.37020423,-0.00470585,-0.074064165,0.022634365,2
-0.966029426,2.108383673,130.4812109,0.008258694,-0.077257022,-0.034986608,5.76561788,28.55679094,4.466963308,1543.18554,-0.002542483,0.014646675,0.013142075,0.021927225,0.000183348,-0.012153414,21.02482702,0.092074503,103.0832723,31.51518901,64.39629948,0.012232127,-0.068660895,0.016548262,2
-3.454713854,0.871045299,147.4743357,-0.014047028,-0.015532773,-0.030265373,5.757147938,28.57491017,4.627552286,1543.174842,-0.001553665,1.31E-05,-0.002801837,-0.020889158,-0.003492185,-0.004994338,21.04822628,0.089010656,103.0731489,31.42974302,64.38410364,0.008623698,-0.077116728,0.017913134,2
-2.829142131,0.160891781,150.9345746,0.001194429,0.025331045,0.017890591,5.721783614,28.55298059,4.375537655,1543.183357,0.019008968,-0.014404283,0.005117011,0.01479128,-0.030351255,0.017315239,21.0832571,0.10803344,103.0606684,31.45357121,64.36327864,-0.003466896,-0.063867847,0.016572388,2
0.988090175,1.656275135,147.5848601,0.013782986,0.075871467,0.001189038,5.739405597,28.56938527,4.54864135,1543.202053,-0.038191378,0.006521383,0.015246928,-0.00027957,0.014272019,0.019340083,21.04854131,0.100474842,103.1243987,31.65881729,64.41169951,-0.004521779,-0.07474098,0.021603051,2
4.340395002,2.554382762,143.0101363,-0.009133996,0.041728507,0.013952058,5.760645286,28.54872157,4.692575338,1543.234448,-0.019871898,0.006400481,-0.007771937,0.025505201,0.002321421,-0.001051382,21.05753488,0.094309773,103.1454681,31.78050873,64.37859686,-0.048815145,-0.078487028,0.011035551,2
2.380286892,0.460909308,139.6685998,0.006090588,-0.049131109,-0.07006807,5.780913503,28.57881006,4.374210722,1543.20939,-0.007344165,0.008320231,-0.018757096,-0.019451103,-0.018957915,-0.006880203,21.04850955,0.062369445,103.1168242,31.77081655,64.40253303,-0.031571454,-0.087831354,0.020255253,2
-1.458219802,-1.453785886,144.4593968,0.031309444,-0.048032222,0.006456997,5.743618055,28.54648011,4.840390711,1543.15814,-0.039126533,0.000183147,-0.023797897,-0.018131397,-0.020748937,-0.01742562,21.08923346,0.089343898,103.1068414,31.76844233,64.36689068,-0.030811994,-0.070725927,0.002798909,2
-1.580451561,0.362971222,142.2486576,-0.024103547,0.029537937,0.072759027,5.829011925,28.5298235,4.869805924,1543.179635,0.007626583,-0.008648122,0.005885425,0.029218457,-0.005742966,0.001429395,21.05168725,0.101660625,103.0922688,31.5478634,64.36715385,-0.004354278,-0.027488226,0.019211793,2
-0.338822456,4.245049822,132.6099052,-0.006403366,0.042775595,0.058643659,5.742226183,28.57044845,4.583417569,1543.219297,-0.039822162,-0.008161335,0.020065492,0.010284787,0.006804675,0.031536161,21.09690362,0.096018855,103.0998611,31.44353622,64.40645735,-0.008333838,-0.036963742,0.006690462,2
0.730202502,4.762578508,136.5499227,-0.001586162,-0.012789883,-0.038082193,5.766907429,28.56332816,4.496451186,1543.183735,0.008003923,0.014619364,-0.005847976,0.02972641,-0.011029824,-0.045092063,21.05203159,0.100071468,103.0656291,31.39248562,64.41193704,0.023194186,-0.066397694,0.044664966,2
-0.279934124,2.46696397,143.9172601,0.003629763,-0.026438616,-0.018796154,5.72133681,28.57226551,4.729103948,1543.182035,0.008887251,0.017220536,0.003478592,0.001599185,0.03237667,0.016678178,21.04767564,0.091776792,103.1051659,31.6529179,64.3546063,0.009631599,-0.039321751,0.005314761,2
0.825803485,-0.326358242,150.2482985,0.043705131,0.081200686,-0.02391356,5.752716787,28.56514713,4.817786396,1543.144803,0.01152883,-0.021169277,0.018016656,-0.013676021,0.038731805,0.017902632,21.05787145,0.068652973,103.1062338,31.75370008,64.38862543,0.000996927,-0.04740777,-0.007799356,2
2.480501851,-0.324768277,150.2294445,0.012979013,0.025608718,0.012303858,5.754331275,28.56096576,4.553015612,1543.198153,-0.003633069,-0.003267265,-0.007988243,-0.010092224,-0.012305773,0.006177032,21.08350302,0.077720872,103.1289133,31.74205119,64.3591336,-0.008992143,-0.064743906,0.031269822,2
1.622748952,2.098062575,137.3253628,-0.050270413,-0.017339974,0.034733127,5.748619814,28.58143963,4.495016619,1543.194125,0.022732755,-0.005208455,0.002807392,-0.012602147,-0.030196295,0.006787888,21.07638308,0.107148459,103.1242827,31.79629365,64.35389068,0.026105516,-0.072972535,0.027877724,2
-1.418123736,1.471112335,135.4115105,0.047600678,-0.015644895,-0.066026616,5.721412489,28.55262889,4.38456618,1543.184664,-0.04031646,0.024486659,-0.023696315,0.026982302,0.016333888,-0.011219588,21.04323587,0.069915151,103.1130645,31.77901034,64.3646553,0.009142512,-0.032670077,-0.002563404,2
-2.798519132,-0.498592587,141.1887732,-0.027614004,-0.007348401,-0.020094744,5.76758367,28.52637418,4.553382223,1543.19435,-0.003816951,0.007749357,-0.028505337,0.024806456,0.001902786,0.0093357,21.07136409,0.078159621,103.0950597,31.80831926,64.3447663,-0.001066773,-0.065948267,0.016617676,2
-0.262750278,1.979236042,142.2949531,-0.019952647,0.061658118,0.043133226,5.759955165,28.55670343,4.420669983,1543.210555,0.011477767,-0.006795751,-0.015056373,0.0229572,-0.021335516,-0.029354319,21.07162037,0.108586031,103.0810074,31.79469921,64.37018914,0.013413569,-0.071730221,0.005200153,2
1.754635036,4.564969337,136.9162139,-0.005166368,0.030334115,0.017808318,5.762708599,28.55385142,4.632562528,1543.170915,0.057976168,-0.015025031,-0.024492685,0.012216171,0.023975078,0.001833616,21.05840525,0.069299004,103.0482407,31.81426061,64.35252992,0.020939626,-0.037094024,0.019644254,2
1.082923155,2.740150295,138.7510185,0.010397976,-0.02674141,-0.028910839,5.74842008,28.53633101,4.459333589,1543.197332,-0.016781628,0.01380709,0.011635147,-0.020251484,0.026269201,-0.018645368,21.04706648,0.082693424,103.1078333,31.76909045,64.37157625,0.005805262,-0.054973727,0.02823215,2
1.022393385,0.934603565,147.0174392,-0.031653998,3.96E-05,0.028264681,5.748430052,28.53363065,4.728140096,1543.17191,0.020582143,0.015566819,0.027320142,0.045204151,0.026863312,-0.005111284,21.04683423,0.063710201,103.135622,31.84620097,64.35616692,0.003870633,-0.051883415,0.010474877,2
0.726000429,2.062306588,145.0117763,-0.016079135,-0.037952986,-0.008213764,5.740388427,28.56895384,4.696340151,1543.227827,-0.030878409,-0.001495101,-0.022963682,-0.002325013,-0.012740911,0.013263335,21.08698556,0.07219228,103.0889471,31.79274547,64.32685376,-0.001039407,-0.041424972,-0.009929284,2
-1.504300771,1.652849919,135.9857072,-0.028637242,-0.033215701,-0.049705718,5.756936748,28.55869114,4.697675508,1543.164135,0.029065061,0.031571781,-0.035351659,-0.020486135,-0.009888059,-0.008738998,21.07113633,0.076024813,103.1125163,31.67309155,64.36153373,-0.025142029,-0.0562033,0.001171549,2
-1.020241328,-0.490004624,142.0735162,-0.003398454,0.063899031,-0.049214265,5.761623271,28.53350042,4.738570784,1543.174584,0.001700905,-0.003825463,-0.007646265,0.024612114,-0.004486113,-0.002471955,21.064515,0.082567344,103.0601172,31.78940737,64.58420227,-0.044381591,-0.042636688,-0.011293367,2
1.560924526,2.275077055,141.3846935,-0.021272773,0.016231023,0.09680467,5.756253693,28.56685323,4.67128382,1543.165887,0.011253466,-0.006365624,0.010926082,0.000384529,0.014735363,-0.009636949,21.03156552,0.089995193,103.0747914,31.8008006,64.84944562,-0.001650778,-0.062930634,-0.011049602,2
